avg_spell_above_80,avg_spell_above_90,avg_spell_above_95,latitude,longitude,80_days_slope,80_spells_slope,80_days_intercept,80_spells_intercept,90_days_slope,90_spells_slope,90_days_intercept,90_spells_intercept,95_days_slope,95_spells_slope,95_days_intercept,95_spells_intercept
,,,8.5,73.5,1.5791373565346174,0.08343123236836232,-3064.7870233246954,-159.25113907428837,1.0809885227693448,0.08279779110258562,-2111.5954276194,-160.7324037021811,0.7247007281253856,0.061786938194573184,-1422.0214426755522,-120.63291944179589
